TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD, WITHDRAWAL AMT , DEPOSIT AMT 
TRX20220332124114,12-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  305.01 ,
TRX20220332124548,12-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  79.19 ,
TRX20220332124121,12-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  79.09 ,
TRX20220332124570,12-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  185.77 ,
TRX20220332124475,12-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,  539.11 ,
TRX20220332124473,12-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  305.01 ,
TRX20220332124367,12-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  79.09 ,
TRX20220332124363,12-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,265.28,
TRX20220332124293,13-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  139.06 ,
TRX20220332124507,13-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  169.68 ,
TRX20220332124490,13-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  161.72 ,
TRX20220332124541,13-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  161.72 ,
TRX20220332124261,13-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  139.06 ,
TRX20220332124148,13-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  169.68 ,
TRX20220332124471,13-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  169.68 ,
TRX20220332124476,13-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  169.68 ,
TRX20220332124332,13-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  889.73 ,
TRX20220332124541,13-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  52.29 ,
TRX20220332124132,13-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  52.29 ,
TRX20220332124342,13-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  161.72 ,
TRX20220332124275,14-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  762.18 ,
TRX20220332124395,14-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  253.67 ,
TRX20220332124544,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  361.59 ,
TRX20220332124544,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  361.59 ,
TRX20220332124486,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  361.59 ,
TRX20220332124459,14-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  156.94 ,
TRX20220332124379,14-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  253.67 ,
TRX20220332124140,14-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  253.67 ,
TRX20220332124366,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  361.59 ,
TRX20220332124391,14-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,156.94,
TRX20220332124175,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  361.59 ,
TRX20220332124157,14-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  812.20 ,
TRX20220332124332,14-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  253.67 ,
TRX20220332124353,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  361.59 ,
TRX20220332124492,15-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,,  224.96 ,
TRX20220332124115,15-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  695.96 ,
TRX20220332124507,15-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  21.44 ,
TRX20220332124303,15-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  21.44 ,
TRX20220332124519,15-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,  724.73 ,
TRX20220332124107,15-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  695.96 ,
TRX20220332124536,15-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  224.96 ,
TRX20220332124536,15-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  224.96 ,
TRX20220332124152,15-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  224.96 ,
TRX20220332124150,15-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  18.00 ,
TRX20220332124550,15-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  224.96 ,
TRX20220332124546,15-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,  21.44 ,
TRX20220332124508,16-Feb-24,Home Ownership,,Other Expenses,,  670.00 ,
TRX20220332124331,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124332,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124292,16-Feb-24,Home Ownership,,Other Expenses,,  670.00 ,
TRX20220332124140,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124499,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124067,16-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  283.00 ,
TRX20220332124516,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124501,16-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  283.00 ,
TRX20220332124149,16-Feb-24,Home Ownership,,Other Expenses,,  670.00 ,
TRX20220332124158,16-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  283.00 ,
TRX20220332124188,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  889.73 ,
TRX20220332124559,16-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  823.91 ,
TRX20220332124489,16-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  283.00 ,
TRX20220332124307,16-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  283.00 ,
TRX20220332124395,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124483,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124188,17-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  924.00 ,
TRX20220332124286,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124526,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124082,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  741.00 ,
TRX20220332124296,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124169,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124154,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124360,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124495,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124414,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124513,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124154,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124220,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124290,17-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  645.00 ,
TRX20220332124169,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124156,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124412,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  741.00 ,
TRX20220332124437,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  741.00 ,
TRX20220332124154,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124165,17-Feb-24,Property Maintenance,,Other Expenses,,  899.00 ,
TRX20220332124254,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  741.00 ,
TRX20220332124133,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124094,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  812.00 ,
TRX20220332124431,18-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  533.00 ,
TRX20220332124541,18-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  645.00 ,
TRX20220332124545,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124493,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124522,18-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  57.19 ,
TRX20220332124518,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220332124067,18-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  533.00 ,
TRX20220332124225,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124393,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220332124181,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124554,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220332124518,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220332124468,18-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  57.19 ,
TRX20220332124431,18-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  533.00 ,
TRX20220332124202,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  831.88 ,
TRX20220332124244,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  96.00 ,
TRX20220332124394,19-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220332124279,19-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  644.00 ,
TRX20220332124102,19-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220332124450,19-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  193.00 ,
TRX20220332124528,19-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  50.00 ,
TRX20220332124386,19-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  309.00 ,
TRX20220332124527,20-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124572,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220332124465,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220332124427,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220332124544,20-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  315.00 ,
TRX20220332124582,20-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124399,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220332124061,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220332124465,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220332124324,20-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  243.32 ,
TRX20220332124286,20-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124163,20-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,"  1,000.00 ",
TRX20220332124464,20-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124233,20-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124233,20-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124522,20-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,"  1,000.00 ",
TRX20220332124495,20-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  309.00 ,
TRX20220332124420,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  750.00 
TRX20220332124581,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  803.00 ,
TRX20220332124398,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  803.00 ,
TRX20220332124176,21-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220332124541,21-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  657.00 ,
TRX20220332124372,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124412,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  202.00 ,
TRX20220332124162,21-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220332124470,21-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,  42.00 ,
TRX20220332124346,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  803.00 ,
TRX20220332124543,22-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  326.00 ,
TRX20220332124581,22-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  572.00 ,
TRX20220332124130,22-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  502.00 ,
TRX20220332124189,22-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  785.00 ,
TRX20220332124500,22-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  938.00 ,
TRX20220332124420,22-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,800.00 "
TRX20220332124516,22-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  938.00 ,
TRX20220332124378,22-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  326.00 ,
TRX20220332124395,22-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  938.00 ,
TRX20220332124536,22-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  299.00 ,
TRX20220332124246,22-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,  326.00 ,
TRX20220332124186,22-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,  785.00 ,
TRX20220332124170,22-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,  655.00 ,
TRX20220332124516,22-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  938.00 ,
TRX20220332124477,22-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,  257.00 ,
TRX20220332124115,23-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  948.00 ,
TRX20220332124222,23-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  326.00 ,
TRX20220332124387,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  961.89 ,
TRX20220332124383,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220332124309,23-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  948.00 ,
TRX20220332124107,23-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  948.00 ,
TRX20220332124227,23-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  326.00 ,
TRX20220332124540,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220332124346,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220332124115,23-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,  948.00 ,
TRX20220332124207,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  607.00 ,
TRX20220332124545,23-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  326.00 ,
TRX20220332124383,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  961.89 ,
TRX20220332124141,24-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124202,24-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  294.00 ,
TRX20220332124174,24-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  772.38 ,
TRX20220332124499,24-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124123,24-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  772.38 ,
TRX20220332124157,24-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124131,24-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,  611.00 ,
TRX20220332124554,24-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,  294.00 ,
TRX20220332124555,25-Feb-24,Property Maintenance,,Other Expenses,,  812.00 ,
TRX20220332124413,25-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  57.00 ,
TRX20220332124384,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  938.00 ,
TRX20220332124091,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  938.00 ,
TRX20220332124552,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  938.00 ,
TRX20220332124224,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  938.00 ,
TRX20220332124384,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,  938.00 ,
TRX20220332124201,25-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,  287.00 ,
TRX20220332124089,26-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  667.00 
TRX20220332124568,26-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220332124203,26-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220332124450,26-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220332124557,26-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  176.00 ,
TRX20220332124527,27-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124102,27-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  135.89 ,
TRX20220332124441,27-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124209,27-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220332124464,27-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,  135.89 ,
TRX20220332124174,27-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,  286.00 ,
TRX20220332124453,27-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  402.67 ,
TRX20220332124267,28-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  4,000.00 "
TRX20220332124154,28-Feb-24,Property Maintenance,,Other Expenses,,  910.00 ,
TRX20220332124578,28-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124581,28-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  208.00 ,
TRX20220332124219,28-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  560.00 ,
TRX20220332124223,29-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220332124527,29-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124180,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124408,29-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124370,29-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220332124070,29-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  77.00 ,
TRX20220332124363,29-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  77.00 ,
TRX20220332124108,29-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  89.00 ,
TRX20220332124551,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124576,29-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124370,29-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220332124241,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124545,29-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  77.00 ,
TRX20220332124182,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124270,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124408,29-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,  970.00 ,
TRX20220332124223,29-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  63.00 ,
TRX20220332124226,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124512,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,  255.22 ,
TRX20220332124355,1-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  365.00 ,
TRX20220332124511,1-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  644.00 ,
TRX20220332124061,1-Mar-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,"  200,000.00 "
TRX20220332124440,1-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  99.00 ,
TRX20220332124138,1-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,  644.00 ,
TRX20220332124428,1-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  99.00 ,
TRX20220332124085,1-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,  365.00 ,
TRX20220332124460,2-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  209.00 ,
TRX20220332124143,2-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,  159.00 ,
TRX20220332124501,2-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124073,2-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,  413.00 ,
TRX20220332124432,2-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220332124089,2-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,770.00 "
TRX20220332124218,2-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,000.00 "
TRX20220332124087,2-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,  209.00 ,
TRX20220332124532,2-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  700.00 
TRX20220332124243,2-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,  870.00 
TRX20220332124171,2-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,"  1,000.00 "
